Start Time: 16:33:20,,,,,,,,,,,,,,,,,,
run_preprocessing=True, with: is_hl=True, to_seg=True, seg_len=30, hl_margins=(7, 0) ,,,,,,,,,,,,,
linear_regression, LeaveOneSubjOut, pca7, rewatch    , True, True,0.239,0,0.05,,,,,,,,,,
ridge            , LeaveOneSubjOut, pca7, rewatch    , True, True,0.246,0,0.055,,,,,,,,,,
linear_regression, LeaveOneSubjOut, pca8, rewatch    , True, True,0.238,0,0.047,,,,,,,,,,
ridge            , LeaveOneSubjOut, pca8, rewatch    , True, True,0.249,0,0.057,,,,,,,,,,
linear_regression, LeaveOneSubjOut, pca9, rewatch    , True, True,0.23,0,0.041,,,,,,,,,,
ridge            , LeaveOneSubjOut, pca9, rewatch    , True, True,0.244,0,0.055,,,,,,,,,,
linear_regression, LeaveOneSubjOut, pca10, rewatch    , True, True,0.228,0,0.038,,,,,,,,,,
ridge            , LeaveOneSubjOut, pca10, rewatch    , True, True,0.243,0,0.055,,,,,,,,,,
linear_regression, LeaveOneSubjOut, pca11, rewatch    , True, True,0.23,0,0.037,,,,,,,,,,
ridge            , LeaveOneSubjOut, pca11, rewatch    , True, True,0.241,0,0.055,,,,,,,,,,
Start Time: 17:49:44,,,,,,,,,,,,,,,,,,
run_preprocessing=True, with: is_hl=True, to_seg=True, seg_len=14, hl_margins=(7, 0) ,,,,,,,,,,,,,
run_features=True, with: is_hl=True , specific_blendshapes=False ,,,,,,,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca2, valence    , True, True,0.061,0.186,0,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca2, valence    , True, True,0.065,0.158,0.004,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca3, valence    , True, True,0.03,0.512,-0.008,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca3, valence    , True, True,0.041,0.377,0.001,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca4, valence    , True, True,0.014,0.77,-0.014,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca4, valence    , True, True,0.027,0.554,-0.002,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca5, valence    , True, True,0.094,0.041,0.001,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca5, valence    , True, True,0.093,0.045,0.009,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca6, valence    , True, True,0.085,0.066,-0.005,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca6, valence    , True, True,0.088,0.058,0.007,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca7, valence    , True, True,0.162,0,0.022,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca7, valence    , True, True,0.153,0.001,0.022,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca8, valence    , True, True,0.159,0.001,0.02,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca8, valence    , True, True,0.147,0.001,0.021,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca9, valence    , True, True,0.147,0.001,0.012,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca9, valence    , True, True,0.139,0.003,0.019,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca10, valence    , True, True,0.179,0,0.025,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca10, valence    , True, True,0.181,0,0.03,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca11, valence    , True, True,0.176,0,0.022,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca11, valence    , True, True,0.179,0,0.03,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca2, arousal    , True, True,0.192,0,0.036,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca2, arousal    , True, True,0.192,0,0.032,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca3, arousal    , True, True,0.189,0,0.034,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca3, arousal    , True, True,0.19,0,0.032,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca4, arousal    , True, True,0.179,0,0.029,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca4, arousal    , True, True,0.181,0,0.03,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca5, arousal    , True, True,0.191,0,0.033,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca5, arousal    , True, True,0.188,0,0.032,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca6, arousal    , True, True,0.182,0,0.027,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca6, arousal    , True, True,0.186,0,0.033,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca7, arousal    , True, True,0.18,0,0.025,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca7, arousal    , True, True,0.181,0,0.031,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca8, arousal    , True, True,0.162,0,0.015,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca8, arousal    , True, True,0.166,0,0.027,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca9, arousal    , True, True,0.168,0,0.015,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca9, arousal    , True, True,0.176,0,0.03,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca10, arousal    , True, True,0.161,0,0.011,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca10, arousal    , True, True,0.17,0,0.029,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca11, arousal    , True, True,0.157,0.001,0.007,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca11, arousal    , True, True,0.168,0,0.028,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca2, likeability, True, True,0.061,0.191,0.001,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca2, likeability, True, True,0.065,0.16,0.004,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca3, likeability, True, True,0.031,0.508,-0.007,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca3, likeability, True, True,0.041,0.371,0.001,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca4, likeability, True, True,0.01,0.824,-0.013,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca4, likeability, True, True,0.027,0.56,-0.002,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca5, likeability, True, True,0.089,0.055,-0.001,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca5, likeability, True, True,0.095,0.041,0.009,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca6, likeability, True, True,0.079,0.089,-0.006,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca6, likeability, True, True,0.09,0.053,0.008,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca7, likeability, True, True,0.142,0.002,0.014,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca7, likeability, True, True,0.141,0.002,0.019,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca8, likeability, True, True,0.152,0.001,0.017,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca8, likeability, True, True,0.146,0.002,0.02,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca9, likeability, True, True,0.138,0.003,0.008,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca9, likeability, True, True,0.142,0.002,0.02,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca10, likeability, True, True,0.183,0,0.027,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca10, likeability, True, True,0.188,0,0.032,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca11, likeability, True, True,0.183,0,0.025,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca11, likeability, True, True,0.19,0,0.034,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca2, rewatch    , True, True,0.128,0.006,0.015,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca2, rewatch    , True, True,0.132,0.004,0.016,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca3, rewatch    , True, True,0.102,0.027,0.006,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca3, rewatch    , True, True,0.112,0.015,0.012,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca4, rewatch    , True, True,0.086,0.062,0,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca4, rewatch    , True, True,0.103,0.026,0.011,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca5, rewatch    , True, True,0.134,0.004,0.011,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca5, rewatch    , True, True,0.145,0.002,0.02,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca6, rewatch    , True, True,0.126,0.006,0.007,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca6, rewatch    , True, True,0.139,0.003,0.019,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca7, rewatch    , True, True,0.172,0,0.025,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca7, rewatch    , True, True,0.18,0,0.03,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca8, rewatch    , True, True,0.173,0,0.024,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca8, rewatch    , True, True,0.18,0,0.03,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca9, rewatch    , True, True,0.164,0,0.019,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca9, rewatch    , True, True,0.175,0,0.029,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca10, rewatch    , True, True,0.2,0,0.035,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca10, rewatch    , True, True,0.208,0,0.04,,,,,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca11, rewatch    , True, True,0.193,0,0.03,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca11, rewatch    , True, True,0.205,0,0.039,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca2, valence    , True, True,0.041,0.374,-0.004,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca2, valence    , True, True,0.038,0.412,0.001,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca3, valence    , True, True,0.017,0.72,-0.01,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca3, valence    , True, True,0.021,0.651,-0.002,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca4, valence    , True, True,-0.01,0.825,-0.018,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca4, valence    , True, True,-0.001,0.981,-0.005,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca5, valence    , True, True,0.084,0.069,-0.001,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca5, valence    , True, True,0.075,0.106,0.005,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca6, valence    , True, True,0.067,0.149,-0.008,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca6, valence    , True, True,0.065,0.164,0.003,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca7, valence    , True, True,0.143,0.002,0.015,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca7, valence    , True, True,0.128,0.006,0.016,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca8, valence    , True, True,0.133,0.004,0.011,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca8, valence    , True, True,0.115,0.013,0.013,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca9, valence    , True, True,0.122,0.008,0.005,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca9, valence    , True, True,0.108,0.02,0.012,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca10, valence    , True, True,0.159,0.001,0.019,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca10, valence    , True, True,0.153,0.001,0.023,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca11, valence    , True, True,0.153,0.001,0.015,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca11, valence    , True, True,0.149,0.001,0.022,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca2, arousal    , True, True,0.186,0,0.033,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca2, arousal    , True, True,0.178,0,0.028,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca3, arousal    , True, True,0.177,0,0.029,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca3, arousal    , True, True,0.171,0,0.027,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca4, arousal    , True, True,0.167,0,0.024,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca4, arousal    , True, True,0.164,0,0.026,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca5, arousal    , True, True,0.182,0,0.03,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca5, arousal    , True, True,0.172,0,0.028,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca6, arousal    , True, True,0.175,0,0.025,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca6, arousal    , True, True,0.168,0,0.027,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca7, arousal    , True, True,0.172,0,0.022,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca7, arousal    , True, True,0.164,0,0.026,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca8, arousal    , True, True,0.155,0.001,0.014,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca8, arousal    , True, True,0.152,0.001,0.023,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca9, arousal    , True, True,0.157,0.001,0.012,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca9, arousal    , True, True,0.158,0.001,0.025,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca10, arousal    , True, True,0.149,0.001,0.007,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca10, arousal    , True, True,0.151,0.001,0.023,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca11, arousal    , True, True,0.146,0.002,0.004,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca11, arousal    , True, True,0.15,0.001,0.022,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca2, likeability, True, True,0.041,0.373,-0.002,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca2, likeability, True, True,0.038,0.417,0.001,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca3, likeability, True, True,0.019,0.682,-0.009,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca3, likeability, True, True,0.023,0.627,-0.002,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca4, likeability, True, True,-0.013,0.772,-0.017,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca4, likeability, True, True,-0.002,0.959,-0.005,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca5, likeability, True, True,0.078,0.094,-0.002,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca5, likeability, True, True,0.074,0.108,0.005,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca6, likeability, True, True,0.057,0.22,-0.01,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca6, likeability, True, True,0.061,0.19,0.002,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca7, likeability, True, True,0.122,0.008,0.008,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca7, likeability, True, True,0.112,0.015,0.013,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca8, likeability, True, True,0.122,0.008,0.007,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca8, likeability, True, True,0.109,0.019,0.012,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca9, likeability, True, True,0.115,0.013,0.002,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca9, likeability, True, True,0.106,0.022,0.011,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca10, likeability, True, True,0.158,0.001,0.019,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca10, likeability, True, True,0.155,0.001,0.023,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca11, likeability, True, True,0.155,0.001,0.016,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca11, likeability, True, True,0.154,0.001,0.023,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca2, rewatch    , True, True,0.119,0.01,0.013,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca2, rewatch    , True, True,0.117,0.011,0.013,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca3, rewatch    , True, True,0.096,0.037,0.005,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca3, rewatch    , True, True,0.1,0.031,0.01,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca4, rewatch    , True, True,0.078,0.091,-0.001,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca4, rewatch    , True, True,0.088,0.058,0.008,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca5, rewatch    , True, True,0.13,0.005,0.012,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca5, rewatch    , True, True,0.131,0.005,0.017,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca6, rewatch    , True, True,0.115,0.013,0.005,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca6, rewatch    , True, True,0.118,0.01,0.014,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca7, rewatch    , True, True,0.156,0.001,0.02,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca7, rewatch    , True, True,0.156,0.001,0.024,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca8, rewatch    , True, True,0.15,0.001,0.016,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca8, rewatch    , True, True,0.149,0.001,0.022,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca9, rewatch    , True, True,0.142,0.002,0.012,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca9, rewatch    , True, True,0.142,0.002,0.02,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca10, rewatch    , True, True,0.178,0,0.027,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca10, rewatch    , True, True,0.183,0,0.032,,,,,,,,,,
linear_regression, LeaveOneClipOutForAllSubject, pca11, rewatch    , True, True,0.165,0,0.02,,,,,,,,,,
ridge            , LeaveOneClipOutForAllSubject, pca11, rewatch    , True, True,0.173,0,0.029,,,,,,,,,,
linear_regression, LeaveOneSubjOut, pca2, valence    , True, True,0.069,0.138,0.002,,,,,,,,,,
ridge            , LeaveOneSubjOut, pca2, valence    , True, True,0.079,0.089,0.006,,,,,,,,,,
linear_regression, LeaveOneSubjOut, pca3, valence    , True, True,0.044,0.346,-0.005,,,,,,,,,,
ridge            , LeaveOneSubjOut, pca3, valence    , True, True,0.058,0.207,0.003,,,,,,,,,,
linear_regression, LeaveOneSubjOut, pca4, valence    , True, True,0.025,0.583,-0.01,,,,,,,,,,
ridge            , LeaveOneSubjOut, pca4, valence    , True, True,0.046,0.316,0.001,,,,,,,,,,
linear_regression, LeaveOneSubjOut, pca5, valence    , True, True,0.098,0.035,0.002,,,,,,,,,,
ridge            , LeaveOneSubjOut, pca5, valence    , True, True,0.102,0.027,0.01,,,,,,,,,,
linear_regression, LeaveOneSubjOut, pca6, valence    , True, True,0.09,0.053,-0.003,,,,,,,,,,
ridge            , LeaveOneSubjOut, pca6, valence    , True, True,0.097,0.036,0.009,,,,,,,,,,
linear_regression, LeaveOneSubjOut, pca7, valence    , True, True,0.155,0.001,0.018,,,,,,,,,,
ridge            , LeaveOneSubjOut, pca7, valence    , True, True,0.157,0.001,0.023,,,,,,,,,,
linear_regression, LeaveOneSubjOut, pca8, valence    , True, True,0.152,0.001,0.015,,,,,,,,,,
ridge            , LeaveOneSubjOut, pca8, valence    , True, True,0.151,0.001,0.022,,,,,,,,,,
